Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>",Media
2584894056,"Aug 2, 2019, 6:49:45 PM",Afternoon Ride,Ride,,1684,3.23,,,false,,,activities/2584894056.gpx,0.0,,1684.0,850.0,3238.39990234375,9.600000381469727,,28.604040145874023,,30.600000381469727,46.0,7.800000190734863,-0.12351778894662857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2585069438,"Aug 2, 2019, 8:57:10 PM",Afternoon Ride,Ride,,602,1.79,,,false,,,activities/2585069438.gpx,0.0,,602.0,558.0,1796.0999755859375,7.099999904632568,,18.772493362426758,,30.600000381469727,44.29999923706055,17.100000381469727,0.3117866516113281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2587057094,"Aug 3, 2019, 11:25:36 AM",Morning Ride,Ride,,12330,26.30,,,false,,,activities/2587057094.gpx,0.0,,12330.0,6118.0,26307.400390625,10.199999809265137,,140.54104614257812,,26.0,51.5,15.100000381469727,-0.0011403635144233704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2588250707,"Aug 3, 2019, 10:57:31 PM",Evening Ride,Ride,,1759,1.49,,,false,,,activities/2588250707.gpx,0.0,,1759.0,451.0,1496.5999755859375,11.0,,13.871428489685059,,35.0,46.0,5.5,0.1737271100282669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2592878804,"Aug 5, 2019, 1:36:09 PM",Morning Ride,Ride,,2013,8.71,,,false,,,activities/2592878804.gpx,0.0,,2013.0,1807.0,8715.400390625,8.699999809265137,,4.058333396911621,,121.9000015258789,126.0999984741211,2.0,0.0022947886027395725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2607983035,"Aug 10, 2019, 6:24:57 PM",Afternoon Ride,Ride,,8179,25.04,,,false,,,activities/2607983035.gpx,0.0,,8179.0,6125.0,25044.30078125,7.599999904632568,,58.23712921142578,,37.70000076293945,57.599998474121094,12.800000190734863,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2613628838,"Aug 12, 2019, 8:23:18 PM",Afternoon Ride,Ride,,2404,10.21,,,false,,,activities/2613628838.gpx,0.0,,2404.0,2398.0,10212.5,9.399999618530273,,99.5693359375,,82.30000305175781,116.0999984741211,10.699999809265137,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2619808306,"Aug 14, 2019, 11:00:15 PM",Evening Ride,Ride,,5426,16.37,,,false,,,activities/2619808306.gpx,0.0,,5426.0,3723.0,16374.2998046875,8.800000190734863,,82.78292846679688,,54.5,88.0,17.299999237060547,-0.0006107131484895945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2630372596,"Aug 18, 2019, 1:44:14 PM",Morning Ride,Ride,,9800,40.60,,,false,,,activities/2630372596.gpx,0.0,,9800.0,8581.0,40605.1015625,9.399999618530273,,117.07255554199219,,37.70000076293945,64.69999694824219,13.600000381469727,0.001970195909962058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2647193107,"Aug 24, 2019, 1:11:14 PM",Morning Ride,Ride,,5403,22.29,,,false,,,activities/2647193107.gpx,0.0,,5403.0,4852.0,22298.80078125,7.900000095367432,,54.78843307495117,,39.20000076293945,57.599998474121094,12.0,-0.000896909274160862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2667609208,"Aug 31, 2019, 12:37:07 PM",Morning Ride,Ride,,7308,32.28,,,false,,,activities/2667609208.gpx,0.0,,7308.0,6426.0,32284.5,10.600000381469727,,129.2457275390625,,46.599998474121094,83.9000015258789,20.5,0.00154873076826334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2667937271,"Aug 31, 2019, 3:56:05 PM",Lunch Ride,Ride,,1168,6.02,,,false,,,activities/2667937271.gpx,0.0,,1168.0,1168.0,6027.5,8.800000190734863,,39.2652702331543,,67.30000305175781,83.9000015258789,23.100000381469727,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2671218518,"Sep 1, 2019, 3:12:31 PM",Lunch Ride,Ride,,5253,20.53,,,false,,,activities/2671218518.gpx,0.0,,5253.0,4452.0,20534.599609375,8.199999809265137,,108.65213012695312,,56.900001525878906,83.9000015258789,31.5,-0.00048698295722715557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2674180861,"Sep 2, 2019, 5:24:45 PM",Afternoon Ride,Ride,,5263,20.08,,,false,,,activities/2674180861.gpx,0.0,,5263.0,4617.0,20080.0,8.600000381469727,,94.6048355102539,,58.29999923706055,83.9000015258789,38.400001525878906,0.0004980079829692841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2680721824,"Sep 4, 2019, 10:40:32 PM",Evening Ride,Ride,,5521,25.33,,,false,,,activities/2680721824.gpx,0.0,,5521.0,5024.0,25337.599609375,10.0,,113.86100006103516,,48.0,88.0,19.700000762939453,-0.001184011111035943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2685683072,"Sep 6, 2019, 8:48:06 PM",Afternoon Ride,Ride,,3446,13.15,,,false,,,activities/2685683072.gpx,0.0,,3446.0,2978.0,13150.5,8.199999809265137,,40.95805740356445,,48.0,68.80000305175781,13.199999809265137,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2687679952,"Sep 7, 2019, 12:40:31 PM",Morning Ride,Ride,,7935,31.49,,,false,,,activities/2687679952.gpx,0.0,,7935.0,6484.0,31490.80078125,10.0,,147.65496826171875,,46.599998474121094,83.9000015258789,22.700000762939453,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2700717532,"Sep 11, 2019, 11:07:56 PM",Evening Ride,Ride,,3837,15.30,,,false,,,activities/2700717532.gpx,0.0,,3837.0,3503.0,15306.7998046875,7.900000095367432,,86.71277618408203,,63.70000076293945,95.4000015258789,33.5,-0.03658504784107208,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2708138647,"Sep 14, 2019, 1:00:49 PM",Morning Ride,Ride,,11179,41.99,,,false,,,activities/2708138647.gpx,0.0,,11179.0,9084.0,41991.3984375,10.699999809265137,,152.90277099609375,,39.20000076293945,73.19999694824219,12.800000190734863,0.0009525759960524738,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2714988741,"Sep 16, 2019, 9:43:40 PM",Afternoon Ride,Ride,,4169,17.62,,,false,,,activities/2714988741.gpx,0.0,,4169.0,3783.0,17623.099609375,9.399999618530273,,91.30592346191406,,56.20000076293945,83.9000015258789,19.299999237060547,-0.009078992530703545,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
